x[8], 0.00          , 0.00          , 0.00          ,   1.000000E+00,   2.710169E+00,   4.559451E+00,   6.178969E+00,   7.435992E+00,   8.339914E+00,   8.957577E+00,   9.365037E+00,   9.627272E+00,   9.793113E+00,   9.896699E+00,   9.960829E+00,   1.000029E+01,   1.002446E+01,   1.003921E+01,   1.004821E+01,   1.005368E+01,   1.005701E+01,   1.005903E+01,   1.006025E+01,   1.006100E+01,   1.006145E+01,   1.006172E+01,   1.006189E+01,   1.006199E+01,   1.006205E+01,   1.006209E+01,   1.006211E+01
x[9], 0.00          , 0.00          , 0.00          , 0.00          ,   5.000000E-01,   1.355085E+00,   2.279726E+00,   3.089484E+00,   3.717996E+00,   4.169957E+00,   4.478788E+00,   4.682519E+00,   4.813636E+00,   4.896557E+00,   4.948349E+00,   4.980415E+00,   5.000143E+00,   5.012228E+00,   5.019607E+00,   5.024104E+00,   5.026840E+00,   5.028503E+00,   5.029513E+00,   5.030127E+00,   5.030499E+00,   5.030725E+00,   5.030862E+00,   5.030945E+00,   5.030995E+00,   5.031026E+00,   5.031045E+00
x[10], 0.00          , 0.00          , 0.00          , 0.00          , 0.00          ,   1.250000E-01,   3.387711E-01,   5.699314E-01,   7.723711E-01,   9.294990E-01,   1.042489E+00,   1.119697E+00,   1.170630E+00,   1.203409E+00,   1.224139E+00,   1.237087E+00,   1.245104E+00,   1.250036E+00,   1.253057E+00,   1.254902E+00,   1.256026E+00,   1.256710E+00,   1.257126E+00,   1.257378E+00,   1.257532E+00,   1.257625E+00,   1.257681E+00,   1.257715E+00,   1.257736E+00,   1.257749E+00,   1.257757E+00
x[11], 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          
x[12], 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          
x[13], 0.00          , 0.00          , 0.00          , 0.00          , 0.00          ,   4.195500E-02,   3.479741E-01,   9.423738E-01,   1.647360E+00,   2.303118E+00,   2.833161E+00,   3.225183E+00,   3.498441E+00,   3.681295E+00,   3.800193E+00,   3.875947E+00,   3.923517E+00,   3.953081E+00,   3.971321E+00,   3.982515E+00,   3.989361E+00,   3.993536E+00,   3.996078E+00,   3.997624E+00,   3.998563E+00,   3.999133E+00,   3.999480E+00,   3.999690E+00,   3.999817E+00,   3.999895E+00,   3.999942E+00
x[14], 0.00          , 0.00          , 0.00          , 0.00          ,   4.195500E-02,   3.479741E-01,   9.423738E-01,   1.647360E+00,   2.303118E+00,   2.833161E+00,   3.225183E+00,   3.498441E+00,   3.681295E+00,   3.800193E+00,   3.875947E+00,   3.923517E+00,   3.953081E+00,   3.971321E+00,   3.982515E+00,   3.989361E+00,   3.993536E+00,   3.996078E+00,   3.997624E+00,   3.998563E+00,   3.999133E+00,   3.999480E+00,   3.999690E+00,   3.999817E+00,   3.999895E+00,   3.999942E+00,   3.999970E+00
x[15], 0.00          , 0.00          , 0.00          ,   4.195500E-02,   3.479741E-01,   9.423738E-01,   1.647360E+00,   2.303118E+00,   2.833161E+00,   3.225183E+00,   3.498441E+00,   3.681295E+00,   3.800193E+00,   3.875947E+00,   3.923517E+00,   3.953081E+00,   3.971321E+00,   3.982515E+00,   3.989361E+00,   3.993536E+00,   3.996078E+00,   3.997624E+00,   3.998563E+00,   3.999133E+00,   3.999480E+00,   3.999690E+00,   3.999817E+00,   3.999895E+00,   3.999942E+00,   3.999970E+00,   3.999987E+00
x[16], 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          
x[17], 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          
x[18], 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          
x[19], 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          
y[1], 0.00          , 0.00          ,  -4.892900E-02,  -1.548179E-01,  -2.783965E-01,  -3.995755E-01,  -5.090740E-01,  -6.035247E-01,  -6.826467E-01,  -7.476415E-01,  -8.003062E-01,  -8.425628E-01,  -8.762251E-01,  -9.028980E-01,  -9.239477E-01,  -9.405092E-01,  -9.535091E-01,  -9.636953E-01,  -9.716657E-01,  -9.778957E-01,  -9.827615E-01,  -9.865593E-01,  -9.895220E-01,  -9.918325E-01,  -9.936338E-01,  -9.950377E-01,  -9.961318E-01,  -9.969843E-01,  -9.976484E-01,  -9.981658E-01,  -9.985689E-01
y[2], 0.00          , 0.00          , 0.00          , 0.00          , 0.00          ,   4.195500E-02,   3.479741E-01,   9.423738E-01,   1.647360E+00,   2.303118E+00,   2.833161E+00,   3.225183E+00,   3.498441E+00,   3.681295E+00,   3.800193E+00,   3.875947E+00,   3.923517E+00,   3.953081E+00,   3.971321E+00,   3.982515E+00,   3.989361E+00,   3.993536E+00,   3.996078E+00,   3.997624E+00,   3.998563E+00,   3.999133E+00,   3.999480E+00,   3.999690E+00,   3.999817E+00,   3.999895E+00,   3.999942E+00
